Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00     627/627         std::iterator_traits<std::reverse_iterator<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > > >::iterator_category std::__iterator_category<std::reverse_iterator<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > > >(std::reverse_iterator<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > > const&) [278]
                0.00    0.00     627/627         std::reverse_iterator<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > > std::__find_if<std::reverse_iterator<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >, __gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<double>::normalize()::{lambda(double const&)#1}> >(__gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<double>::normalize()::{lambda(double const&)#1}>, __gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<double>::normalize()::{lambda(double const&)#1}>, __gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<double>::normalize()::{lambda(double const&)#1}>, std::random_access_iterator_tag) [283]
-----------------------------------------------
                0.00    0.00     627/627         std::reverse_iterator<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > > std::__find_if<std::reverse_iterator<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >, __gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<double>::normalize()::{lambda(double const&)#1}> >(__gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<double>::normalize()::{lambda(double const&)#1}>, __gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<double>::normalize()::{lambda(double const&)#1}>, __gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<double>::normalize()::{lambda(double const&)#1}>) [282]
[283]    0.0    0.00    0.00     627         std::reverse_iterator<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > > std::__find_if<std::reverse_iterator<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >, __gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<double>::normalize()::{lambda(double const&)#1}> >(__gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<double>::normalize()::{lambda(double const&)#1}>, __gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<double>::normalize()::{lambda(double const&)#1}>, __gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<double>::normalize()::{lambda(double const&)#1}>, std::random_access_iterator_tag) [283]
                0.00    0.00    2432/4940        std::reverse_iterator<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >::reverse_iterator(std::reverse_iterator<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > > const&) [198]
                0.00    0.00    1805/1805        bool __gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<double>::normalize()::{lambda(double const&)#1}>::operator()<std::reverse_iterator<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > > >(std::reverse_iterator<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >) [212]
                0.00    0.00    1472/1472        std::reverse_iterator<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >::operator++() [223]
                0.00    0.00    1201/1201        std::reverse_iterator<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >::difference_type std::operator-<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(std::reverse_iterator<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > > const&, std::reverse_iterator<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > > const&) [238]
-----------------------------------------------
                0.00    0.00     627/627         std::reverse_iterator<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > > std::find_if<std::reverse_iterator<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >, boost::math::tools::polynomial<float>::normalize()::{lambda(float const&)#1}>(boost::math::tools::polynomial<float>::normalize()::{lambda(float const&)#1}, boost::math::tools::polynomial<float>::normalize()::{lambda(float const&)#1}, boost::math::tools::polynomial<float>::normalize()::{lambda(float const&)#1}) [281]
[284]    0.0    0.00    0.00     627         std::reverse_iterator<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > > std::__find_if<std::reverse_iterator<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >, __gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<float>::normalize()::{lambda(float const&)#1}> >(__gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<float>::normalize()::{lambda(float const&)#1}>, __gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<float>::normalize()::{lambda(float const&)#1}>, __gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<float>::normalize()::{lambda(float const&)#1}>) [284]
                0.00    0.00    1254/4956        std::reverse_iterator<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >::reverse_iterator(std::reverse_iterator<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > > const&) [196]
                0.00    0.00     627/627         std::iterator_traits<std::reverse_iterator<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > > >::iterator_category std::__iterator_category<std::reverse_iterator<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > > >(std::reverse_iterator<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > > const&) [279]
                0.00    0.00     627/627         std::reverse_iterator<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > > std::__find_if<std::reverse_iterator<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >, __gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<float>::normalize()::{lambda(float const&)#1}> >(__gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<float>::normalize()::{lambda(float const&)#1}>, __gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<float>::normalize()::{lambda(float const&)#1}>, __gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<float>::normalize()::{lambda(float const&)#1}>, std::random_access_iterator_tag) [285]
-----------------------------------------------
                0.00    0.00     627/627         std::reverse_iterator<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > > std::__find_if<std::reverse_iterator<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >, __gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<float>::normalize()::{lambda(float const&)#1}> >(__gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<float>::normalize()::{lambda(float const&)#1}>, __gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<float>::normalize()::{lambda(float const&)#1}>, __gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<float>::normalize()::{lambda(float const&)#1}>) [284]
[285]    0.0    0.00    0.00     627         std::reverse_iterator<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > > std::__find_if<std::reverse_iterator<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >, __gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<float>::normalize()::{lambda(float const&)#1}> >(__gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<float>::normalize()::{lambda(float const&)#1}>, __gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<float>::normalize()::{lambda(float const&)#1}>, __gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<float>::normalize()::{lambda(float const&)#1}>, std::random_access_iterator_tag) [285]
                0.00    0.00    2448/4956        std::reverse_iterator<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >::reverse_iterator(std::reverse_iterator<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > > const&) [196]
                0.00    0.00    1821/1821        bool __gnu_cxx::__ops::_Iter_pred<boost::math::tools::polynomial<float>::normalize()::{lambda(float const&)#1}>::operator()<std::reverse_iterator<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > > >(std::reverse_iterator<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >) [208]
                0.00    0.00    1526/1526        std::reverse_iterator<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >::operator++() [222]
                0.00    0.00    1201/1201        std::reverse_iterator<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >::difference_type std::operator-<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > >(std::reverse_iterator<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > > const&, std::reverse_iterator<__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > > const&) [239]
-----------------------------------------------
                0.00    0.00     576/576         std::_Iter_base<std::move_iterator<double*>, true>::_S_base(std::move_iterator<double*>) [290]
[286]    0.0    0.00    0.00     576         std::move_iterator<double*>::base() const [286]
-----------------------------------------------
                0.00    0.00     576/576         std::_Iter_base<std::move_iterator<float*>, true>::_S_base(std::move_iterator<float*>) [291]
[287]    0.0    0.00    0.00     576         std::move_iterator<float*>::base() const [287]
-----------------------------------------------
                0.00    0.00     576/576         std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [320]
[288]    0.0    0.00    0.00     576         std::vector<double, std::allocator<double> >::max_size() const [288]
                0.00    0.00     576/49572       std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [115]
                0.00    0.00     576/576         std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [296]
-----------------------------------------------
                0.00    0.00     576/576         std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [321]
[289]    0.0    0.00    0.00     576         std::vector<float, std::allocator<float> >::max_size() const [289]
                0.00    0.00     576/49165       std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() const [125]
                0.00    0.00     576/576         std::allocator_traits<std::allocator<float> >::max_size(std::allocator<float> const&) [297]
-----------------------------------------------
                0.00    0.00     576/576         std::_Miter_base<std::move_iterator<double*> >::iterator_type std::__miter_base<std::move_iterator<double*> >(std::move_iterator<double*>) [300]
[290]    0.0    0.00    0.00     576         std::_Iter_base<std::move_iterator<double*>, true>::_S_base(std::move_iterator<double*>) [290]
                0.00    0.00     576/576         std::move_iterator<double*>::base() const [286]
-----------------------------------------------
                0.00    0.00     576/576         std::_Miter_base<std::move_iterator<float*> >::iterator_type std::__miter_base<std::move_iterator<float*> >(std::move_iterator<float*>) [301]
[291]    0.0    0.00    0.00     576         std::_Iter_base<std::move_iterator<float*>, true>::_S_base(std::move_iterator<float*>) [291]
                0.00    0.00     576/576         std::move_iterator<float*>::base() const [287]
-----------------------------------------------
                0.00    0.00     288/576         std::vector<double, std::allocator<double> >::_M_move_assign(std::vector<double, std::allocator<double> >&&, std::integral_constant<bool, true>) [424]
                0.00    0.00     288/576         std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::_Vector_base<double, std::allocator<double> >&&) [327]
[292]    0.0    0.00    0.00     576         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_M_swap_data(std::_Vector_base<double, std::allocator<double> >::_Vector_impl&) [292]
                0.00    0.00    1728/1728        void std::swap<double*>(double*&, double*&) [216]
-----------------------------------------------
                0.00    0.00     288/576         std::vector<float, std::allocator<float> >::_M_move_assign(std::vector<float, std::allocator<float> >&&, std::integral_constant<bool, true>) [40]
                0.00    0.00     288/576         std::_Vector_base<float, std::allocator<float> >::_Vector_base(std::_Vector_base<float, std::allocator<float> >&&) [37]
[293]    0.0    0.00    0.00     576         std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_M_swap_data(std::_Vector_base<float, std::allocator<float> >::_Vector_impl&) [293]
                0.00    0.00    1728/1728        void std::swap<float*>(float*&, float*&) [217]
-----------------------------------------------
                0.00    0.00     576/576         std::move_iterator<double*> std::__make_move_if_noexcept_iterator<double*, std::move_iterator<double*> >(double*) [302]
[294]    0.0    0.00    0.00     576         std::move_iterator<double*>::move_iterator(double*) [294]
-----------------------------------------------
                0.00    0.00     576/576         std::move_iterator<float*> std::__make_move_if_noexcept_iterator<float*, std::move_iterator<float*> >(float*) [303]
[295]    0.0    0.00    0.00     576         std::move_iterator<float*>::move_iterator(float*) [295]
-----------------------------------------------
                0.00    0.00     576/576         std::vector<double, std::allocator<double> >::max_size() const [288]
[296]    0.0    0.00    0.00     576         std::allocator_traits<std::allocator<double> >::max_size(std::allocator<double> const&) [296]
                0.00    0.00     576/47231       __gnu_cxx::new_allocator<double>::max_size() const [145]
-----------------------------------------------
                0.00    0.00     576/576         std::vector<float, std::allocator<float> >::max_size() const [289]
[297]    0.0    0.00    0.00     576         std::allocator_traits<std::allocator<float> >::max_size(std::allocator<float> const&) [297]
                0.00    0.00     576/46778       __gnu_cxx::new_allocator<float>::max_size() const [146]
-----------------------------------------------
                0.00    0.00     576/576         std::pair<boost::math::tools::polynomial<double>, boost::math::tools::polynomial<double> > boost::math::tools::detail::division<double>(boost::math::tools::polynomial<double>, boost::math::tools::polynomial<double> const&) [319]
[298]    0.0    0.00    0.00     576         std::vector<double, std::allocator<double> >::resize(unsigned long) [298]
                0.00    0.00    1152/77286       std::vector<double, std::allocator<double> >::size() const [85]
                0.00    0.00     288/288         std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [337]
                0.00    0.00     288/704         std::vector<double, std::allocator<double> >::_M_erase_at_end(double*) [255]
-----------------------------------------------
                0.00    0.00     576/576         std::pair<boost::math::tools::polynomial<float>, boost::math::tools::polynomial<float> > boost::math::tools::detail::division<float>(boost::math::tools::polynomial<float>, boost::math::tools::polynomial<float> const&) [27]
[299]    0.0    0.00    0.00     576         std::vector<float, std::allocator<float> >::resize(unsigned long) [299]
                0.00    0.00    1152/76696       std::vector<float, std::allocator<float> >::size() const [86]
                0.00    0.00     288/288         std::vector<float, std::allocator<float> >::_M_default_append(unsigned long) [340]
                0.00    0.00     288/742         std::vector<float, std::allocator<float> >::_M_erase_at_end(float*) [252]
-----------------------------------------------
                0.00    0.00     576/576         double* std::copy<std::move_iterator<double*>, double*>(std::move_iterator<double*>, std::move_iterator<double*>, double*) [358]
[300]    0.0    0.00    0.00     576         std::_Miter_base<std::move_iterator<double*> >::iterator_type std::__miter_base<std::move_iterator<double*> >(std::move_iterator<double*>) [300]
                0.00    0.00     576/576         std::_Iter_base<std::move_iterator<double*>, true>::_S_base(std::move_iterator<double*>) [290]
-----------------------------------------------
                0.00    0.00     576/576         float* std::copy<std::move_iterator<float*>, float*>(std::move_iterator<float*>, std::move_iterator<float*>, float*) [359]
[301]    0.0    0.00    0.00     576         std::_Miter_base<std::move_iterator<float*> >::iterator_type std::__miter_base<std::move_iterator<float*> >(std::move_iterator<float*>) [301]
                0.00    0.00     576/576         std::_Iter_base<std::move_iterator<float*>, true>::_S_base(std::move_iterator<float*>) [291]
-----------------------------------------------
                0.00    0.00     576/576         double* std::__uninitialized_move_if_noexcept_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [356]
[302]    0.0    0.00    0.00     576         std::move_iterator<double*> std::__make_move_if_noexcept_iterator<double*, std::move_iterator<double*> >(double*) [302]
                0.00    0.00     576/576         std::move_iterator<double*>::move_iterator(double*) [294]
-----------------------------------------------
                0.00    0.00     576/576         float* std::__uninitialized_move_if_noexcept_a<float*, float*, std::allocator<float> >(float*, float*, float*, std::allocator<float>&) [357]
[303]    0.0    0.00    0.00     576         std::move_iterator<float*> std::__make_move_if_noexcept_iterator<float*, std::move_iterator<float*> >(float*) [303]
                0.00    0.00     576/576         std::move_iterator<float*>::move_iterator(float*) [295]
-----------------------------------------------
                0.00    0.00     288/576         std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [320]
                0.00    0.00     288/576         std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [321]
[304]    0.0    0.00    0.00     576         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [304]
-----------------------------------------------
                0.00    0.00     544/544         std::complex<double> Muller<double>::getRootA<double>(boost::math::tools::polynomial<double>, std::complex<double>, std::complex<double>, std::complex<double>) [460]
[305]    0.0    0.00    0.00     544         std::complex<double>* Muller<double>::Constants<double>(boost::math::tools::polynomial<double>, std::complex<double>, std::complex<double>, std::complex<double>) [305]
                0.00    0.00    3264/24864       std::complex<double> std::operator-<double>(std::complex<double> const&, std::complex<double> const&) [160]
                0.00    0.00    2720/2720        std::complex<double> Muller<double>::EvaluateComplex<double>(boost::math::tools::polynomial<double>*, std::complex<double>) [205]
                0.00    0.00    1632/95906       std::complex<double>::complex(double, double) [83]
                0.00    0.00    1632/7304        std::complex<double> std::operator/<double>(std::complex<double> const&, std::complex<double> const&) [175]
                0.00    0.00     544/106312      std::complex<double> std::operator*<double>(std::complex<double> const&, std::complex<double> const&) [60]
                0.00    0.00     544/68432       std::complex<double> std::operator+<double>(std::complex<double> const&, std::complex<double> const&) [88]
-----------------------------------------------
                0.00    0.00     144/483         std::vector<double, std::allocator<double> >::vector<double*, void>(double*, double*, std::allocator<double> const&) [428]
                0.00    0.00     144/483         std::vector<double, std::allocator<double> >::vector(std::allocator<double> const&) [427]
                0.00    0.00     195/483         std::vector<double, std::allocator<double> >::vector<double const*, void>(double const*, double const*, std::allocator<double> const&) [375]
[306]    0.0    0.00    0.00     483         std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::allocator<double> const&) [306]
                0.00    0.00     483/49335       std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&) [123]
-----------------------------------------------
                0.00    0.00     195/390         double const* std::begin<double>(std::initializer_list<double>) [392]
                0.00    0.00     195/390         std::initializer_list<double>::end() const [367]
[307]    0.0    0.00    0.00     390         std::initializer_list<double>::begin() const [307]
-----------------------------------------------
                0.00    0.00     195/390         float const* std::begin<float>(std::initializer_list<float>) [393]
                0.00    0.00     195/390         std::initializer_list<float>::end() const [369]
[308]    0.0    0.00    0.00     390         std::initializer_list<float>::begin() const [308]
-----------------------------------------------
                0.00    0.00     390/390         double* std::copy<double const*, double*>(double const*, double const*, double*) [390]
[309]    0.0    0.00    0.00     390         std::_Miter_base<double const*>::iterator_type std::__miter_base<double const*>(double const*) [309]
                0.00    0.00     390/780         std::_Iter_base<double const*, false>::_S_base(double const*) [250]
-----------------------------------------------
                0.00    0.00     390/390         float* std::copy<float const*, float*>(float const*, float const*, float*) [391]
[310]    0.0    0.00    0.00     390         std::_Miter_base<float const*>::iterator_type std::__miter_base<float const*>(float const*) [310]
                0.00    0.00     390/780         std::_Iter_base<float const*, false>::_S_base(float const*) [251]
-----------------------------------------------
                0.00    0.00     390/390         double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*) [380]
[311]    0.0    0.00    0.00     390         std::_Niter_base<double const*>::iterator_type std::__niter_base<double const*>(double const*) [311]
                0.00    0.00     390/780         std::_Iter_base<double const*, false>::_S_base(double const*) [250]
-----------------------------------------------
                0.00    0.00     390/390         float* std::__copy_move_a2<false, float const*, float*>(float const*, float const*, float*) [381]
[312]    0.0    0.00    0.00     390         std::_Niter_base<float const*>::iterator_type std::__niter_base<float const*>(float const*) [312]
                0.00    0.00     390/780         std::_Iter_base<float const*, false>::_S_base(float const*) [251]
-----------------------------------------------
                0.00    0.00     320/320         double* std::copy<double*, double*>(double*, double*, double*) [398]
[313]    0.0    0.00    0.00     320         std::_Miter_base<double*>::iterator_type std::__miter_base<double*>(double*) [313]
                0.00    0.00     320/51015       std::_Iter_base<double*, false>::_S_base(double*) [98]
-----------------------------------------------
                0.00    0.00     308/308         float* std::copy<float*, float*>(float*, float*, float*) [401]
[314]    0.0    0.00    0.00     308         std::_Miter_base<float*>::iterator_type std::__miter_base<float*>(float*) [314]
                0.00    0.00     308/50570       std::_Iter_base<float*, false>::_S_base(float*) [103]
-----------------------------------------------
                0.00    0.00     288/288         std::pair<boost::math::tools::polynomial<double>, boost::math::tools::polynomial<double> > boost::math::tools::detail::division<double>(boost::math::tools::polynomial<double>, boost::math::tools::polynomial<double> const&) [319]
[315]    0.0    0.00    0.00     288         boost::math::tools::polynomial<double>::polynomial() [315]
                0.00    0.00     288/288         std::vector<double, std::allocator<double> >::vector() [338]
-----------------------------------------------
                0.00    0.00     144/288         boost::math::tools::polynomial<double> boost::math::tools::operator/<double>(boost::math::tools::polynomial<double> const&, boost::math::tools::polynomial<double> const&) [412]
                0.00    0.00     144/288         boost::math::tools::polynomial<double> boost::math::tools::operator%<double>(boost::math::tools::polynomial<double> const&, boost::math::tools::polynomial<double> const&) [413]
[316]    0.0    0.00    0.00     288         boost::math::tools::polynomial<double>::polynomial(boost::math::tools::polynomial<double>&&) [316]
                0.00    0.00     288/864         std::remove_reference<std::vector<double, std::allocator<double> >&>::type&& std::move<std::vector<double, std::allocator<double> >&>(std::vector<double, std::allocator<double> >&) [248]
                0.00    0.00     288/288         std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> >&&) [339]
-----------------------------------------------
                0.00    0.00     288/288         std::pair<boost::math::tools::polynomial<float>, boost::math::tools::polynomial<float> > boost::math::tools::detail::division<float>(boost::math::tools::polynomial<float>, boost::math::tools::polynomial<float> const&) [27]
[317]    0.0    0.00    0.00     288         boost::math::tools::polynomial<float>::polynomial() [317]
                0.00    0.00     288/288         std::vector<float, std::allocator<float> >::vector() [341]
-----------------------------------------------
                0.00    0.00     144/288         boost::math::tools::polynomial<double> boost::math::tools::operator/<double>(boost::math::tools::polynomial<double> const&, boost::math::tools::polynomial<double> const&) [412]
                0.00    0.00     144/288         boost::math::tools::polynomial<double> boost::math::tools::operator%<double>(boost::math::tools::polynomial<double> const&, boost::math::tools::polynomial<double> const&) [413]
[318]    0.0    0.00    0.00     288         std::pair<boost::math::tools::polynomial<double>, boost::math::tools::polynomial<double> > boost::math::tools::quotient_remainder<double>(boost::math::tools::polynomial<double> const&, boost::math::tools::polynomial<double> const&) [318]
                0.00    0.00     576/22690       boost::math::tools::polynomial<double>::size() const [165]
                0.00    0.00     288/864         std::vector<double, std::allocator<double> >::empty() const [246]
                0.00    0.00     288/25260       boost::math::tools::polynomial<double>::polynomial(boost::math::tools::polynomial<double> const&) [158]
                0.00    0.00     288/26175       boost::math::tools::polynomial<double>::~polynomial() [156]
                0.00    0.00     288/288         std::pair<boost::math::tools::polynomial<double>, boost::math::tools::polynomial<double> > boost::math::tools::detail::division<double>(boost::math::tools::polynomial<double>, boost::math::tools::polynomial<double> const&) [319]
-----------------------------------------------
                0.00    0.00     288/288         std::pair<boost::math::tools::polynomial<double>, boost::math::tools::polynomial<double> > boost::math::tools::quotient_remainder<double>(boost::math::tools::polynomial<double> const&, boost::math::tools::polynomial<double> const&) [318]
[319]    0.0    0.00    0.00     288         std::pair<boost::math::tools::polynomial<double>, boost::math::tools::polynomial<double> > boost::math::tools::detail::division<double>(boost::math::tools::polynomial<double>, boost::math::tools::polynomial<double> const&) [319]
                0.00    0.00    1152/22690       boost::math::tools::polynomial<double>::size() const [165]
                0.00    0.00     664/664         boost::disable_if_c<std::numeric_limits<double>::is_integer, void>::type boost::math::tools::detail::division_impl<double, unsigned long>(boost::math::tools::polynomial<double>&, boost::math::tools::polynomial<double>&, boost::math::tools::polynomial<double> const&, unsigned long, unsigned long) [256]
                0.00    0.00     576/864         std::vector<double, std::allocator<double> >::empty() const [246]
                0.00    0.00     576/24168       boost::math::tools::polynomial<double>::data() [163]
                0.00    0.00     576/576         std::vector<double, std::allocator<double> >::resize(unsigned long) [298]
                0.00    0.00     288/288         boost::math::tools::polynomial<double>::polynomial() [315]
                0.00    0.00     288/627         boost::math::tools::polynomial<double>::normalize() [258]
                0.00    0.00     288/288         std::pair<std::__decay_and_strip<boost::math::tools::polynomial<double>&>::__type, std::__decay_and_strip<boost::math::tools::polynomial<double>&>::__type> std::make_pair<boost::math::tools::polynomial<double>&, boost::math::tools::polynomial<double>&>(boost::math::tools::polynomial<double>&, boost::math::tools::polynomial<double>&) [362]
                0.00    0.00     288/26175       boost::math::tools::polynomial<double>::~polynomial() [156]
-----------------------------------------------
                0.00    0.00     288/288         std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [337]
[320]    0.0    0.00    0.00     288         std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [320]
                0.00    0.00    1152/77286       std::vector<double, std::allocator<double> >::size() const [85]
                0.00    0.00     576/576         std::vector<double, std::allocator<double> >::max_size() const [288]
                0.00    0.00     288/576         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [304]
-----------------------------------------------
                0.00    0.00     288/288         std::vector<float, std::allocator<float> >::_M_default_append(unsigned long) [340]
[321]    0.0    0.00    0.00     288         std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [321]
                0.00    0.00    1152/76696       std::vector<float, std::allocator<float> >::size() const [86]
                0.00    0.00     576/576         std::vector<float, std::allocator<float> >::max_size() const [289]
                0.00    0.00     288/576         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [304]
-----------------------------------------------
                0.00    0.00     288/288         double* std::__copy_move_a<true, double*, double*>(double*, double*, double*) [344]
[322]    0.0    0.00    0.00     288         double* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<double>(double const*, double const*, double*) [322]
-----------------------------------------------
                0.00    0.00     288/288         float* std::__copy_move_a<true, float*, float*>(float*, float*, float*) [345]
[323]    0.0    0.00    0.00     288         float* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<float>(float const*, float const*, float*) [323]
-----------------------------------------------
                0.00    0.00     288/288         std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::_Vector_base<double, std::allocator<double> >&&) [327]
[324]    0.0    0.00    0.00     288         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double>&&) [324]
                0.00    0.00     288/720         std::remove_reference<std::allocator<double>&>::type&& std::move<std::allocator<double>&>(std::allocator<double>&) [253]
                0.00    0.00     288/98619       std::allocator<double>::allocator(std::allocator<double> const&) [72]
-----------------------------------------------
                0.00    0.00     288/288         std::_Vector_base<double, std::allocator<double> >::_Vector_base() [326]
[325]    0.0    0.00    0.00     288         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [325]
                0.00    0.00     288/627         std::allocator<double>::allocator() [268]
-----------------------------------------------
                0.00    0.00     288/288         std::vector<double, std::allocator<double> >::vector() [338]
[326]    0.0    0.00    0.00     288         std::_Vector_base<double, std::allocator<double> >::_Vector_base() [326]
                0.00    0.00     288/288         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl() [325]
-----------------------------------------------
                0.00    0.00     288/288         std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> >&&) [339]
[327]    0.0    0.00    0.00     288         std::_Vector_base<double, std::allocator<double> >::_Vector_base(std::_Vector_base<double, std::allocator<double> >&&) [327]
                0.00    0.00     288/101406      std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [64]
                0.00    0.00     288/720         std::remove_reference<std::allocator<double>&>::type&& std::move<std::allocator<double>&>(std::allocator<double>&) [253]
                0.00    0.00     288/288         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double>&&) [324]
                0.00    0.00     288/576         std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_M_swap_data(std::_Vector_base<double, std::allocator<double> >::_Vector_impl&) [292]
-----------------------------------------------
